id,amount_tsh,gps_height,longitude,latitude,num_private,population,status_group
46231,0,1282,36.75916018,-3.41939862,0,150,0
53912,0,0,0,-2.00E-08,0,0,1
43347,0,0,31.53560563,-1.58477785,0,0,1
41146,0,0,33.86366591,-8.67665258,0,0,1
44848,0,1199,33.42059253,-2.10420714,0,600,0
21839,0,855,35.18217955,-5.94707784,0,2500,0
52817,50,99,38.85757698,-6.78530113,0,50,0
43598,0,0,33.61954634,-9.33917649,0,0,1
37728,0,0,32.85037275,-3.9502597,0,0,0
71453,0,0,33.06650274,-8.57568851,0,0,1
39927,0,0,33.52359266,-2.8047258,0,0,0
33613,0,0,35.55483445,-5.59244997,0,0,1
23313,0,1538,34.9019874,-11.07129308,0,156,1
42648,0,0,32.73348725,-2.53185734,0,0,0
33107,0,1419,36.78879135,-3.34519214,0,400,1
67143,25,1064,35.34982133,-3.54410547,0,1,0
57412,0,1259,33.8034382,-1.59519289,0,531,1
4578,0,0,33.16828577,-9.05495968,0,0,1
4449,600,976,29.72497973,-4.79009461,0,500,1
19121,0,0,32.9229861,-5.80920972,0,0,0
16491,0,1183,38.42894707,-5.00776309,0,100,0
43549,0,1395,36.92200912,-3.24870253,0,95,0
25818,500,1987,34.56443678,-9.26075172,0,23,0
50146,70,186,39.88181927,-10.74728912,0,1000,1
51188,0,106,38.99233291,-6.79129209,0,714,0
3614,0,1753,38.27005296,-4.66272,93,1,1
12370,0,0,0,-2.00E-08,0,0,0
25220,250,1282,30.15802804,-4.4842508,0,230,0
57459,250,1342,30.01434883,-4.33551092,0,540,1
56462,0,0,33.27735957,-8.97645358,0,0,0
73582,0,0,30.81695227,-2.52656904,0,0,0
17044,0,0,33.47507425,-3.39945016,0,0,0
41878,1000,1286,35.54654994,-7.6632607,0,1,0
42905,0,1319,30.87277945,-3.37273277,0,500,1
74068,0,0,31.8286972,-1.28339601,0,0,0
64761,0,1610,34.80973016,-5.00277941,0,1,1
43498,0,0,33.55339151,-8.93132359,0,0,1
48090,0,1541,34.98458646,-5.12285725,0,1,0
19220,0,1580,35.46311299,-4.29087763,0,205,1
55681,50,939,37.63867114,-3.9801604,0,180,0
34761,0,0,0,-2.00E-08,0,0,0
44210,0,0,33.75720553,-9.17252581,0,0,1
35841,0,0,31.75708883,-1.04437165,0,0,0
33665,5000,1975,34.60740905,-9.21306872,0,52,1
62728,0,1390,34.93899645,-9.85432497,0,125,1
6332,0,0,33.52332139,-2.96006543,0,0,1
48351,25,1290,34.59083849,-4.4592326,0,325,1
2705,0,0,33.13189206,-3.81239435,0,0,1
68602,0,0,33.11314266,-8.58621614,0,0,1
14244,0,277,37.03520029,-7.69084158,0,150,0
9249,0,1717,38.29887735,-4.6194664,8,1,0
56934,0,0,31.79886353,-1.46129115,0,0,0
36683,0,1266,38.34847712,-4.879553,65,1,0
58086,0,0,31.21188452,-2.88718703,0,0,0
15093,0,1459,36.6850177,-3.3498663,0,200,0
34584,0,0,0,-2.00E-08,0,0,1
28858,0,1757,35.45388668,-4.47964672,0,210,0
30214,0,434,38.07576332,-4.64307821,0,380,0
47764,30,398,38.00834686,-9.73151172,0,350,0
71414,0,0,33.66570013,-9.33488115,0,0,1
39217,0,0,36.44904027,-6.79547137,0,0,1
30790,0,314,35.7984974,-8.78903431,0,100,0
54425,0,1479,36.63241609,-3.32237911,0,150,0
61590,0,1441,36.7798889,-3.35482544,0,129,1
40631,0,355,36.42498631,-8.67150444,0,560,0
53921,0,56,39.10530661,-6.97559391,0,250,0
229,0,1541,34.69278346,-1.66958309,0,75,1
13126,0,96,39.58292661,-9.91013728,0,600,0
57100,1000,889,35.35885556,-10.87620617,0,450,1
37629,500,879,36.64209822,-6.80896454,0,257,0
49170,0,0,0,-2.00E-08,0,0,0
15762,0,0,36.56109186,-6.68985849,0,0,1
63321,0,229,38.97299913,-7.04227177,0,1,0
45920,0,598,37.51520434,-7.00561337,0,1,0
45058,0,1609,29.76297031,-4.64315396,0,170,1
50552,0,0,35.85823055,-6.3087627,0,0,1
58001,0,0,36.15821365,-6.13516013,0,0,1
31070,0,0,0,-2.00E-08,0,0,1
7500,0,-14,39.64378476,-9.97568733,0,350,0
11085,500,392,37.64652639,-11.16520953,0,1,1
41849,500,1662,34.49903771,-9.84514559,0,1,0
20986,0,0,30.99258032,-1.67254569,0,0,1
61184,0,0,33.4403943,-3.61831503,0,0,1
4148,0,281,39.0118543,-10.48768227,0,49,1
65238,0,1549,34.67761089,-5.04209532,0,1,1
47525,0,0,33.59297171,-2.68981562,0,0,1
71682,0,362,38.9055282,-10.2736951,0,250,0
18086,600,815,29.74541924,-4.88528654,0,120,1
43453,0,0,33.60833304,-9.38559776,0,0,1
13985,0,735,37.72791421,-3.69148166,0,200,1
54530,0,0,32.88881472,-2.84788997,0,0,0
66986,0,111,39.06756435,-7.6227402,0,1,0
11826,0,960,35.86709906,-10.5399886,0,90,1
47092,0,558,38.04452918,-4.26947974,0,120,0
24824,100,1466,36.45607736,-5.54255571,0,2500,1
9800,0,1357,30.59238189,-3.74373428,0,160,0
30857,1000,977,35.26534505,-10.52487776,0,800,0
5615,0,0,33.66475408,-8.76377476,0,0,1
49801,0,-31,39.87642462,-7.68221884,0,700,0
66606,30,933,36.85882592,-3.60515358,0,200,0
60235,0,0,33.17892515,-9.05979195,0,0,1
12309,200,404,37.82210593,-6.8406949,0,30,1
57849,0,0,33.93496377,-9.48731691,0,0,0
41505,1000,1881,35.49738976,-8.34655404,0,0,0
47987,0,1618,34.66561997,-1.82936525,0,50,0
56507,0,0,33.31667811,-2.76599647,0,0,0
33276,1500,1983,34.81172782,-9.54266674,0,30,0
12159,1000,700,37.85099429,-4.32519732,0,80,1
5550,250,1285,30.06038588,-4.66218346,0,540,1
53807,0,0,33.06602141,-3.75988224,0,0,0
64083,0,959,35.14933659,-10.68606518,0,60,1
33915,0,22,39.16507785,-8.515174,0,260,0
40349,250,1371,30.19572281,-4.25115269,0,320,1
11268,0,169,38.95898898,-8.54935439,0,250,1
41799,0,271,36.89700069,-7.85548189,0,250,1
42516,0,0,33.60477745,-9.34639774,0,0,1
9947,100,1424,36.68650292,-3.35900321,0,1,1
70189,1000,147,37.84652211,-7.18929141,0,300,1
31076,0,1577,30.85467049,-3.16684543,0,800,1
64181,50,36,39.53267069,-10.19383496,0,126,1
53841,500,1306,34.01674305,-3.03763806,0,500,1
55732,0,222,39.78214982,-10.46607085,0,1000,0
60204,0,1841,35.03745213,-8.42895518,0,0,0
62265,0,394,37.79455911,-6.98396609,0,800,0
6818,0,0,33.10502865,-3.35299373,0,0,0
27470,0,1211,37.90668795,-4.42464248,0,130,1
41703,50,55,39.19447193,-6.72800385,0,228,0
49146,0,0,35.96243564,-5.96402339,0,0,0
55544,0,0,33.6117484,-3.24288559,0,0,0
14266,50,233,39.69893518,-10.62379865,0,250,0
33604,0,1242,37.97301663,-4.43692588,0,140,0
40445,0,0,35.73993855,-4.44698781,0,0,0
41529,0,0,32.87615534,-8.90028232,0,0,0
38258,0,2127,34.56130025,-9.3334347,0,50,0
66049,20,764,37.31182423,-3.39868481,0,10,0
33104,500,725,36.13462601,-10.21443688,0,250,0
43772,0,2253,35.44266877,-4.10673853,0,205,1
39523,2000,936,35.07655532,-7.84889924,0,1,0
38154,0,0,36.05137925,-4.87726845,0,0,1
16417,0,0,0,-2.00E-08,0,0,0
36653,0,0,34.39924187,-3.15886985,0,0,1
5258,300,251,36.97377056,-7.67593224,0,50,1
28647,0,0,34.38001342,-8.70745448,0,0,1
60203,0,0,34.38256033,-3.16402511,0,0,0
38614,0,286,38.92461851,-10.06266209,0,560,1
19336,0,0,33.43417147,-2.5912286,0,0,0
9672,250,1409,30.08860775,-4.33417212,0,650,1
68639,0,0,33.44126433,-3.56190862,0,0,0
53287,50,709,36.95969897,-11.30832232,0,1,1
22413,200,440,37.12515852,-6.6891587,0,60,1
47807,0,0,34.0328636,-3.1991608,0,0,1
70336,200,265,36.90307325,-7.8309516,0,400,0
62372,0,0,30.81384286,-2.45589926,0,0,1
50669,0,0,33.86178963,-8.68392367,0,0,1
18249,300,866,37.69464416,-3.80775959,0,110,1
55530,0,0,33.70013299,-9.52130349,0,0,1
69963,0,684,37.46175359,-3.61155599,0,250,0
48408,0,0,35.88295355,-6.17092838,0,0,1
24442,0,1034,35.15312068,-11.02677713,0,96,0
63094,0,221,36.68968705,-8.13802593,0,250,1
3653,500,504,38.06927773,-4.46612338,0,140,1
19003,0,1089,30.02240582,-4.93585356,0,569,1
31115,0,1382,37.62322556,-3.05912417,0,1,0
34520,0,146,38.82237347,-5.09416922,0,120,0
56776,0,0,35.96651567,-4.709026,0,0,1
23055,50,26,39.18112175,-6.96809129,0,500,0
21710,0,0,32.92575344,-2.49081534,0,0,0
5067,250,1523,29.80206162,-4.52833653,0,210,1
31422,0,1400,30.86820773,-2.99071304,0,350,1
64313,0,0,31.48376674,-1.401708,0,0,1
21149,0,0,33.28303765,-8.70384534,0,0,1
65975,0,1179,32.92703754,-1.9687892,0,400,0
6254,0,0,34.13940935,-3.44415613,0,0,0
35579,0,1144,33.03235111,-2.10824261,0,500,1
11682,0,1255,35.76904427,-2.12927145,0,410,1
48340,20,865,37.76022122,-4.0937964,0,200,1
45043,0,0,34.3713592,-8.76779828,0,0,1
34679,6,1640,37.46354614,-3.27408332,0,90,0
14795,300,2081,34.80091125,-9.46911721,0,30,0
34899,20,1476,30.72551884,-3.58253427,0,550,0
62840,0,0,0,-2.00E-08,0,0,1
61440,0,1151,33.036733,-1.98516675,0,200,1
6161,0,0,32.62326141,-9.23680557,0,0,0
11654,100,1001,35.83283694,-10.30103148,0,300,0
37500,0,0,32.50926512,-4.0487195,0,0,0
31522,200,363,36.76191206,-8.96870299,0,600,0
63521,20,259,38.98778013,-10.89156726,0,80,1
59537,0,1415,37.60990068,-3.22329389,0,1,1
18584,0,0,33.16630797,-8.4150482,0,0,1
7833,600,1214,34.0865708,-1.11325161,0,300,0
33353,0,34,39.17925753,-7.77045472,0,462,0
37773,300,271,36.93453375,-7.71942788,0,100,1
33527,0,1553,37.06557136,-3.05179223,0,1,0
61485,30,1563,34.73810353,-4.30412732,0,208,0
66699,0,1112,37.60222734,-3.32378007,0,1,1
14746,0,1641,34.98778437,-4.64321463,0,1,1
71349,30,410,37.09656869,-7.03074261,0,150,1
16804,0,0,0,-2.00E-08,0,0,1
12861,0,0,36.17015872,-6.13830331,0,0,1
20726,0,1337,34.06409034,-2.99754712,0,1100,1
17151,0,0,31.63927311,-2.80192608,0,0,0
6910,0,218,39.67363452,-10.83528063,0,260,0
53277,2500,401,39.44436299,-10.71054569,0,400,1
37522,200,1237,30.3192299,-4.31201781,0,250,0
67360,0,0,34.30512417,-8.67587965,0,0,1
67361,0,1760,34.8123396,-8.9755978,0,40,0
5573,200,432,37.81141997,-6.83351676,0,100,1
9937,200,356,37.77488641,-7.07858148,0,200,1
72298,0,0,33.91103298,-9.46360234,0,0,0
64019,0,0,33.93308623,-9.40037336,0,0,0
41834,0,1350,37.31466739,-3.23213925,0,25,1
34804,0,210,38.72284797,-5.15462853,0,800,0
71431,0,0,0,-2.00E-08,0,0,1
5010,0,1499,34.71782523,-4.87380062,0,144,0
10581,0,0,30.65707551,-1.15524573,0,0,1
1886,25,1070,35.35868484,-3.5420363,0,250,0
45702,0,1249,33.78983484,-1.82607757,0,250,1
68854,0,1463,34.658556,-4.74728564,0,1,0
2646,0,0,33.54279711,-9.17559954,0,0,1
56026,0,0,32.35866251,-5.17447132,0,0,0
23106,0,0,0,-2.00E-08,0,0,1
27926,0,1328,35.11948973,-10.93630601,0,172,0
67933,600,933,29.72171238,-4.81856256,0,563,1
68858,0,1729,37.58050857,-3.16549849,0,245,0
58147,0,0,35.4392375,-5.91285615,0,0,0
72504,0,1335,30.816852,-3.28501657,0,500,0
54341,0,0,33.790668,-9.17208999,0,0,1
18107,0,1724,31.25926858,-7.58185949,0,1,0
22421,0,0,32.80679557,-5.02391971,0,0,0
16250,0,0,31.6310418,-3.3896114,0,0,1
53129,0,1048,34.50893854,-4.01707814,0,545,1
54156,0,1846,36.77242145,-3.1465661,0,145,1
29205,0,1020,36.7251214,-4.64893614,0,400,1
20997,25,710,37.4350174,-3.48143539,0,55,0
29367,0,0,33.61469674,-9.34101047,0,0,1
57907,0,0,38.77294867,-4.75589938,0,20,0
17450,100,1372,34.24459223,-2.97641465,0,500,1
29497,0,1401,30.8226683,-3.04039406,0,250,0
22086,500,1270,30.48545162,-5.61330847,0,68,1
28779,0,0,30.66640767,-2.533136,0,0,1
2220,0,68,39.12269532,-7.53772085,0,454,0
20964,20,978,36.82644615,-3.49753242,0,150,1
48469,0,0,0,-2.00E-08,0,0,1
36101,100,35,39.17224013,-6.70504936,0,267,0
18054,0,1553,37.0607468,-3.05107587,0,1,0
69306,0,-23,39.76119242,-7.84182059,0,50,0
26866,30,1342,36.67838714,-3.38327643,0,715,0
62215,0,0,32.52199367,-4.01360684,0,0,0
60434,0,0,31.43610312,-1.48821823,0,0,1
6784,500,1712,34.74609961,-8.99453178,0,65,0
29350,0,0,32.98393225,-2.47040852,0,0,0
71111,0,1689,37.48962543,-3.26120619,0,1,0
27986,0,0,0,-2.00E-08,0,0,1
56585,0,0,31.17391963,-1.46184482,0,0,1
63058,0,0,33.8636782,-9.28451395,0,0,0
21646,0,0,0,-2.00E-08,0,0,0
60656,0,267,36.89875453,-7.85221784,0,1030,1
57684,0,0,36.29668827,-5.17838144,0,0,1
66661,50,244,39.70252933,-10.55579926,0,200,0
42739,250,1301,29.89842543,-4.48880952,0,750,1
40246,0,1566,34.4643043,-9.05769962,0,80,0
30110,0,1278,35.76461064,-2.13004147,0,278,1
72055,0,1136,38.32007958,-4.8503711,0,1,1
24715,500,465,37.06564496,-6.80700723,0,300,1
73946,500,1507,38.38879665,-4.8331955,47,1,0
15021,0,0,31.06658549,-3.1524752,0,0,1
53767,0,0,0,-2.00E-08,0,0,1
51344,0,0,37.19904843,-6.2765381,0,168,0
41734,200,283,37.76366301,-7.05698286,25,75,1
27516,0,0,30.59931715,-2.44661048,0,0,0
12791,50,86,38.85928977,-6.73835516,0,1,0
48587,0,309,38.96844457,-10.52341637,0,35,0
50131,0,1173,35.88173433,-2.14713584,0,254,1
65754,0,410,39.26699934,-10.98623087,0,1,0
41668,0,1229,34.34907851,-1.63027435,0,40,0
55631,100,731,36.73758875,-7.34775391,0,150,0
72443,0,0,0,-2.00E-08,0,0,0
36584,25,859,37.74137088,-4.06471105,0,500,1
39877,0,2165,34.5107512,-9.29993671,0,20,0
10304,500,1784,34.64946994,-9.16390184,0,50,0
20073,0,0,34.31442244,-8.67445042,0,0,1
8633,500,991,30.39148972,-5.10506992,0,150,1
51542,0,0,33.56330146,-2.91970331,0,0,1
23682,0,1360,34.14705544,-2.92360374,0,500,1
40502,0,0,35.61125711,-6.1169881,0,0,0
38515,500,290,36.67647068,-8.35421905,0,150,0
45821,600,857,29.69695041,-4.84016067,0,260,1
24534,3000,1257,34.59526302,-4.36550313,0,360,0
32867,50,-23,39.44428737,-6.89374569,0,25,0
56054,0,1745,36.51355579,-2.42774131,0,200,0
29409,0,0,31.21478529,-3.04084327,0,0,0
29621,0,0,0,-2.00E-08,0,0,1
15536,0,405,38.84275445,-10.37369794,0,328,0
64831,0,908,29.65373353,-4.78893375,0,320,1
40941,0,1260,35.00600048,-10.95015565,0,86,0
37441,500,1301,34.62471537,-8.75583287,0,115,0
72823,0,1138,33.71441045,-1.64275734,0,30,0
52420,0,0,33.29965204,-4.73629284,0,0,1
52950,1000,866,35.27669802,-10.83667078,0,350,0
59332,0,-27,39.40448895,-7.10752738,0,560,0
45539,0,0,32.96521413,-4.13517618,0,0,0
22505,5000,614,37.25589929,-11.17569276,0,1,1
7304,0,1366,37.0251206,-3.16717231,0,1,1
59373,0,0,33.19356209,-3.87133857,0,0,0
41092,0,0,0,-2.00E-08,0,0,1
5438,0,288,36.66495698,-8.35687467,0,200,0
32684,0,1767,34.8154,-8.97385351,0,65,0
53155,0,0,33.00745242,-3.89243335,0,0,0
48305,0,1223,37.40607999,-3.30686087,0,1,1
59120,0,0,33.66019322,-9.32955397,0,0,1
6335,250,1306,30.01771593,-4.30870085,0,320,0
22738,0,0,33.96392099,-9.50440407,0,0,0
33208,0,0,0,-2.00E-08,0,0,1
12771,10000,-12,38.99331649,-6.520783,0,887,0
12232,0,0,32.9240609,-3.14669368,0,0,0
18713,0,0,31.61952953,-1.793342,0,0,0
63339,0,1100,29.99746445,-4.99068774,0,450,1
71777,1000,880,35.78729747,-10.69606142,0,0,0
15465,0,1105,36.31582504,-4.69648222,0,850,1
21707,0,0,0,-2.00E-08,0,0,1
35340,0,1333,35.50428428,-2.9832913,0,250,0
69369,250,1382,30.19084639,-4.25437661,0,740,1
59957,0,1270,33.85798141,-1.78957867,0,250,1
43633,0,0,33.50746928,-3.14760017,0,0,1
14215,0,0,35.78600662,-4.55871337,0,0,1
64797,0,0,33.63789279,-8.76099763,0,0,0
59240,500,1706,34.50197053,-9.85833994,0,1,0
25037,0,0,35.34186038,-5.1754343,0,0,0
1962,0,1138,31.22676076,-6.33942121,0,150,0
44402,600,952,29.72800976,-4.80709931,0,422,1
3998,0,1703,31.35280779,-8.1669588,0,300,0
9632,500,1130,30.2935707,-4.66940854,0,2150,0
35704,20,383,37.4405359,-6.2995806,0,1,1
8516,1500,1161,33.14435491,-2.11605873,0,300,1
37479,0,1668,35.05899726,-4.70818445,0,1,1
11144,0,409,38.78815256,-10.24473009,0,102,0
65618,2400,1580,34.88994218,-8.65937056,0,0,1
49437,0,0,32.20929206,-3.41635052,0,0,1
11273,600,813,29.74067484,-4.8996261,0,240,1
52732,1000,982,37.79341745,-4.12692841,0,250,0
56438,0,0,33.67400613,-3.74998506,0,0,1
17788,0,0,34.21783227,-8.71624873,0,0,1
41073,10,668,39.2590226,-10.60679592,0,220,0
63200,0,0,37.12006575,-6.4730512,0,1030,0
53299,0,1233,36.90283827,-3.35376566,0,79,1
9781,250,1451,29.92633405,-4.44722878,0,210,0
32666,0,1555,37.28998675,-3.20363162,0,50,1
8196,0,0,33.89514073,-9.45565421,0,0,0
1055,0,1301,35.02922714,-11.12528717,0,298,1
15675,0,0,32.53528328,-5.03258946,0,0,0
595,3000,895,31.3947193,-7.46959923,0,120,1
58259,0,0,33.56193549,-8.64313932,0,0,1
13027,500,458,37.49502283,-11.07554275,0,1,0
27655,0,1585,36.69125502,-3.32356349,0,200,0
53212,0,1661,37.95878138,-4.43495404,0,140,1
59600,0,0,37.21469646,-6.51963313,0,145,1
57642,0,1401,30.86049647,-2.98941056,0,1200,1
2347,600,944,29.72348776,-4.81966002,0,566,1
39564,0,276,36.91283279,-7.7670746,0,150,0
19104,50,535,39.34283084,-10.91054568,0,537,0
32610,0,0,31.5513525,-1.8021885,0,0,0
58257,0,460,37.43172394,-6.91535617,0,150,1
16316,0,1191,32.93088996,-1.99011028,0,350,0
34956,0,835,34.98169524,-5.99910016,0,320,0
40438,0,0,35.87952322,-6.17036232,0,0,1
50542,30,1090,31.07566036,-6.33350275,0,300,1
40857,0,1519,34.73380251,-4.76552102,0,1,1
7272,0,1776,38.330407,-4.7391565,6,1,1
15040,0,0,33.65190605,-8.98793801,0,0,0
19406,0,0,30.66072422,-2.53138281,0,0,0
24865,1000,819,37.86073999,-4.28108771,0,60,1
20702,0,1661,30.04479989,-4.49872227,0,1,1
23531,0,1597,35.03556183,-4.64923429,0,1,1
54140,600,838,29.70133818,-4.84933172,0,328,1
24739,50,72,39.09508721,-6.98311512,0,150,0
8644,0,1488,36.91422842,-3.19836028,0,146,0
3453,0,0,33.63757445,-2.76533517,0,0,1
71919,0,0,30.71820847,-1.29563334,0,0,1
73769,0,0,31.65326799,-1.59857903,0,0,1
60397,0,0,31.83030238,-1.24256644,0,0,1
54329,300,852,37.68762419,-3.81275802,0,40,1
26487,0,0,31.59957049,-1.8043747,0,0,0
58567,0,0,37.56272366,-5.42826748,0,1,0
71293,0,298,39.50036617,-10.9329777,0,300,0
62234,0,911,29.64216166,-4.79774317,0,380,1
48387,500,874,29.66159474,-4.82060737,0,1230,1
68163,30,480,37.66144374,-6.76503928,0,85,1
71533,20,311,38.29917986,-6.1242954,0,1,0
4000,0,1785,35.25998593,-4.28640527,0,840,1
57492,0,0,33.87632135,-3.15244312,0,0,1
25596,200,341,37.88989984,-6.86330696,0,1,1
7199,0,0,32.24476287,-4.58223521,0,0,0
25790,0,1768,38.2574699,-4.6682791,0,1,0
31239,500,1587,34.56267918,-9.01071989,0,75,1
6891,0,1538,36.65094135,-3.30966993,0,200,1
33974,0,0,33.58420305,-9.25342169,0,0,0
54430,0,1319,37.10841129,-3.18647199,0,1,0
5060,250,1407,30.0721801,-4.3241225,0,750,1
72500,0,298,39.483831,-10.92922639,0,1,0
15379,0,1365,34.49874219,-2.00564684,0,750,0
70022,0,0,0,-2.00E-08,0,0,0
47093,500,1525,34.66112462,-8.98134148,0,150,1
36491,500,1546,37.67196323,-3.75934819,0,160,0
